APARATO,MARCA,MODELO,NUMERO_SER,FECHA,ENCARGADO,POSICION,INV_V04,FECHA_INV,STATUS,CHK,INVENTARIO,NUEVA_POS,POS_TEMP,REP_MTTO,INVO02,POS_MAY19,NO_AF,INV_P11,POSP18,RESPONINV,HORA_INV,GRUPO,ES_AF
DIGILENT SPARTAN 3,DIGILENT,SPARTAN 3,D034988,2005-10-04,,E904544,OK,2018-05-18,P,E,ET,ES36393,,0.0,,,SNAF,,,HERRER,908.0,,
DIGILENT SPARTAN 3,DIGILENT,SPARTAN 3,D034887,2005-10-04,,E904543,OK,2018-05-18,P,E,ET,ES363A1,,0.0,,,SNAF,,,HERRER,909.0,,
DIGILENT SPARTAN 3,DIGILENT,SPARTAN 3,D035010,2005-10-04,,E904545,OK,2018-05-18,P,E,ET,ES363B2,,0.0,,,SNAF,,,HERRER,908.0,,
DIGILENT SPARTAN 3,DIGILENT,SPARTAN 3,D034858,2005-10-04,,E904645,,2018-05-18,P,E,ET,ES363C9,,0.0,,,SNAF,,,HERRER,910.0,,
MULTIMETRO DIGITAL,FLUKE,29-II,57550092,2005-10-04,,E113M01,,2018-05-15,P,E,ET,E00B155,,0.0,,,114200,,,HERRER,754.0,MULT,S
MULTIMETRO DIGITAL,FLUKE,23 SERIE I,52410345,2005-10-04,83,E701287,,2024-04-29,P,E,ET,E00B164,,0.0,,,SNAF,,E701287,HERRER,1044.0,MULT,N
OSCILOSCOPIO 60 MHZ,AGILENT TECHNOL,DSO3062A,CN45002064,2005-10-05,,E702411,,2019-11-28,P,E,ET,E002431,,0.0,,,SNAF,,,HERRER,1150.0,,N
PICDEM MECHATRONICS,MICROCHIP,DM163029,BUR054440027,2006-02-03,,E705221,OK,2021-06-11,P,INV,ET,E005381,E005381,0.0,,,SNAF,INV,,HERRER,825.0,,
PICDEM MECHATRONICS,MICROCHIP,DM163029,BUR054440038,2006-02-03,,E705222,OK,2021-06-16,P,INV,ET,E005382,DAÑADA,0.0,,,SNAF,INV,,HERRER,824.0,,
PICDEM MECHATRONICS,MICROCHIP,DM163029,BUR054440044,2006-02-03,,E705223,0K,2018-11-29,P,INV,ET,E005383,E005383,0.0,,,SNAF,INV,,HERRER,825.0,,
PICDEM MECHATRONICS,MICROCHIP,DM163029,BUR054440056,2006-02-03,,E705224,OK,2019-11-26,P,INV,ET,E005384,E005384,0.0,,,SNAF,INV,,HERRER,825.0,,
PICDEM MECHATRONICS,MICROCHIP,DM163029,BUR054440057,2006-02-03,83,E705225,OK,2024-02-29,P,INV,ET,E005385,E005385,0.0,,,SNAF,INV,,HERRER,826.0,,
PICDEM MECHATRONICS,MICROCHIP,DM163029,BUR054440069,2006-02-03,,E705226,OK,2018-11-29,P,INV,ET,E005391,DAÑADA,0.0,,,SNAF,INV,,HERRER,826.0,,
PICDEM MECHATRONICS,MICROCHIP,DM163029,BUR054440416,2006-02-03,,E705227,OK,2018-12-03,P,INV,ET,E005392,E005392,0.0,,,SNAF,INV,,HERRER,826.0,,
PICDEM MECHATRONICS,MICROCHIP,DM163029,BUR054440420,2006-02-03,,E705228,OK,2018-11-09,P,INV,ET,E005393,E005393,0.0,,,SNAF,INV,,HERRER,826.0,,
PICDEM MECHATRONICS,MICROCHIP,DM163029,BUR054440425,2006-02-03,,E705229,OK,2019-10-02,P,INV,ET,E005394,E005394,0.0,,,SNAF,INV,,HERRER,827.0,,
PICDEM MECHATRONICS,MICROCHIP,DM163029,BUR054440426,2006-02-03,,E70522A,OK,2018-11-30,P,INV,ET,E005395,E005395,0.0,,,SNAF,INV,,HERRER,826.0,,
TARJETA ADQ USB,NATIONAL INSTRU,USB-6008,11ABE08,1907-01-25,83,E7B2115,OK,2024-04-08,P,INV,ET,E005293,,0.0,,,SNAF,INV,,HERRER,1044.0,,
TARJETA ADQ USB,NATIONAL INSTRU,USB-6008,11A534E,1907-01-25,83,E7B2111,OK,2024-05-02,P,INV,ET,E005294,,0.0,,,SNAF,INV,,HERRER,1550.0,,
TARJETA ADQ USB,NATIONAL INSTRU,USB-6008,11C230A,1907-01-25,83,E7B2118,OK,2024-04-25,P,INV,ET,E005295,,0.0,,,SNAF,INV,E7B2118,HERRER,1042.0,,
TARJETA ADQ USB,NATIONAL INSTRU,USB-6008,11C2240,1907-01-25,83,E7B2117,OK,2024-03-07,P,INV,ET,E005296,,0.0,,,SNAF,INV,,HERRER,1044.0,,
TARJETA ADQ USB,NATIONAL INSTRU,USB-6009,117347B,1911-06-07,83,E7B211A,OK,2024-03-11,P,INV,ET,,,0.0,,,SNAF,INV,,HERRER,1041.0,,
TARJETA ADQ USB,NATIONAL INSTRU,USB-6008,11ABD82,1907-01-25,83,E7B2113,OK,2024-04-04,P,E,ET,E005298,,0.0,,,SNAF,INV,,HERRER,1043.0,,
TARJETA ADQ USB,NATIONAL INSTRU,USB-6008,11ABD80,1907-01-25,83,E7B2112,OK,2024-04-08,P,INV,ET,E005299,,0.0,,,SNAF,INV,E7B2112,HERRER,1043.0,,
TARKETA ADQ USB,NATIONAL INSTRU,USB-6008,11ABDD4,1907-01-25,83,E7B2114,OK,2024-04-29,P,INV,ET,E00529A,,0.0,,,SNAF,INV,,HERRER,1044.0,,
TARJETA ADQ USB,NATIONAL INSTRU,USB-6008,11ABDA1,1907-01-25,83,E7B2119,OK,2024-04-24,P,E,ET,E00529B,,0.0,,,SNAF,,,HERRER,1043.0,,
GEN.DE FUNCION,BK PRECISION,4011A,111057405112143,2007-09-14,,E707431,,2019-03-20,P,E,ET,E111G01,,0.0,,CN112,07/00113,,,HERRER,1056.0,,
GEN.DE FUNCION,BK PRECISION,4011A,111057405112144,2007-09-14,,E707432,,2018-05-15,P,E,ET,E111G02,,0.0,,CN112,07/00114,,,HERRER,1055.0,,
GEN.DE FUNCION,BK PRECISION,4011A,111057405112154,2007-09-14,,E707441,,2018-05-15,P,E,ET,E111G04,,0.0,,CN112,07/00110,,,HERRER,1101.0,,
GEN.DE FUNCION,BK PRECISION,4011A,111057405112155,2007-09-14,,E707442,,2018-05-15,P,E,ET,E111G05,,0.0,,CN112,07/00111,,,HERRER,1103.0,,
GEN.DE FUNCION,BK PRECISION,4011A,111057405112156,2007-09-14,,E707443,,2018-05-15,P,E,ET,E111G06,,0.0,,CN112,07/00106,,,HERRER,1106.0,,
GEN.DE FUNCION,BK PRECISION,4011A,111057405112157,2007-09-14,,E707451,,2019-03-19,P,E,ET,E11GN07,,0.0,,CN112,07/00107,,,HERRER,1107.0,,
GEN.DE FUNCION,BK PRECISION,4011A,111057405112158,2007-09-14,,E707452,,2018-05-15,P,E,ET,E111G08,,0.0,,CN112,07/00108,,,HERRER,1111.0,,
GEN.DE FUNCION,BK PRECISION,4011A,111057405112159,2007-09-14,,E707453,,2019-03-19,P,E,ET,E111G09,,0.0,,CN112,07/00109,,,HERRER,1112.0,,
GEN.DE FUNCION,BK PRECISION,4011A,111057405112153,2007-09-14,,E707433,,2018-05-15,P,E,ET,E111F03,,0.0,,CN112,07/00104,,,HERRER,1059.0,,
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C056930,2002-01-21,,E112O01,,2018-10-08,P,E,ET,EMOSC10,,0.0,,CN112,07/00949,,,HERRER,1048.0,OSC,S
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C056934,2002-01-21,,E112O02,,2018-10-08,P,E,ET,EMOSC11,,0.0,,CN112,07/00951,,,HERRER,1054.0,OSC,S
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C056947,2002-01-21,,E112O03,,2018-10-08,P,E,ET,EMOSC12,,0.0,,CN112,07/00952,,,HERRER,1100.0,OSC,S
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C056972,2002-01-21,,E112O04,,2018-05-15,P,E,ET,EMOSC13,,0.0,,CN112,07/00953,,,HERRER,1101.0,OSC,S
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C057027,2002-01-21,,E112O05,,2018-05-15,P,E,ET,EMOSC14,,0.0,,CN112,07/00954,,,HERRER,1103.0,OSC,S
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C057036,2002-01-21,,E112O06,,2018-05-15,P,E,ET,EMOSC15,,0.0,,CN112,07/00955,,,HERRER,1109.0,OSC,S
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C057038,2002-01-21,,E112O07,,2018-05-15,P,E,ET,EMOSC16,,0.0,,CN112,07/00956,,,HERRER,1106.0,OSC,S
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C057039,2002-01-21,,E112O08,,2018-05-15,P,E,ET,EMOSC17,,0.0,,CN112,07/00957,,,HERRER,1104.0,OSC,S
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C057040,2002-01-21,,E112O09,,2018-10-06,P,E,ET,EMOSC18,,0.0,,CN112,07/00958,,,HERRER,1112.0,OSC,S
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C057044,2002-01-21,,EN11O01,,2018-05-15,P,E,ET,EN11O01,,0.0,,,AF/009885,INV,,HERRER,928.0,OSC,S
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C057049,2002-01-21,,EN11O02,,2018-05-15,P,E,ET,EN11O02,,0.0,,,AF/009884,INV,,HERRER,928.0,OSC,S
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C057105,2002-01-21,,EN11O03,,2018-05-15,P,E,ET,EN11O03,,0.0,,,AF/009888,INV,,HERRER,929.0,OSC,S
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C057132,2002-01-21,,E113O06,,2018-05-15,P,INV,ET,E002443,,0.0,,,07/00962,INV,,HERRER,931.0,OSC,S
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C057268,2002-01-21,,EN11O04,,2018-05-15,P,E,ET,EN11O04,,0.0,,,AF/009887,INV,,HERRER,930.0,OSC,S
CPU SIMATIC S7,SIEMENS,CPU312C,VOD63800,2002-01-21,,E704163,,2020-09-14,P,INV,ET,E006141,,0.0,,,SNAF,INV,,HERRER,1503.0,,
CPU SIMATIC S7,SIEMENS,CPU312C,VOD63867,2002-01-21,,E704164,,2019-04-22,P,INV,ET,E006142,,0.0,,,SNAF,INV,,HERRER,1504.0,,
CPU SIMATIC S7,SIEMENS,CPU312C,VOD63933,2002-01-21,83,E704165,,2023-09-22,P,INV,ET,E006143,,0.0,,,SNAF,INV,,HERRER,1504.0,,
CPU SIMATIC S7,SIEMENS,CPU312C,VOD64014,2002-01-21,,E704166,,2019-04-22,P,INV,ET,E006144,,0.0,,,SNAF,INV,,HERRER,1504.0,,
SIMATIC MMC 64KB,SIEMENS,MMC64KB,Sin No.de Serie,1902-01-21,,E70415U,,2019-04-22,P,E,ET,E00614B,,0.0,,,SNAF,INV,,HERRER,1459.0,,
SIMATIC MMC 64KB,SIEMENS,MMC64KB,Sin No.de Serie,2002-01-21,,E70415O,OK,2019-05-06,P,E,ET,E00614E,,0.0,,,SNAF,INV,,HERRER,1458.0,,
SIMATIC MMC 64KB,SIEMENS,MMC64KB,Sin No.de Serie,2002-01-21,,E70415M,,2019-05-06,P,E,ET,E00614C,,0.0,,,SNAF,INV,,HERRER,1459.0,,
SIMATIC MMC 64KB,SIEMENS,MMC64KB,Sin No.de Serie,2002-01-21,83,E70415N,,2024-04-29,P,E,ET,E00614D,,0.0,,,SNAF,INV,,HERRER,1458.0,,
S7 PC ADAPTER USB,SIEMENS,S7 USB,VO500795,2002-01-21,BAJA,880353L,OK,2018-05-18,P,INV,ET,E006145,,0.0,,,SNAF,INV,,HERRER,1028.0,PLC,N
SIMATIC CONECTOR,SIEMENS,1AM00-0AA0,Sin No.de Serie,2002-01-21,,E704151,,2020-09-14,P,INV,ET,E006147,,0.0,,,SNAF,INV,,HERRER,1500.0,,
SIMATIC CONECTOR,SIEMENS,1AM00-0AA0,Sin No.de Serie,2002-01-21,,E704152,,2023-04-17,P,E,ET,E006148,,0.0,,,SNAF,INV,,HERRER,1500.0,,
SIMATIC CONECTOR,SIEMENS,1AM00-0AA0,Sin No.de Serie,2002-01-21,,E704154,,2020-03-09,P,E,ET,E00614A,,0.0,,,SNAF,,,HERRER,1500.0,,
SIMATIC CONECTOR,SIEMENS,1AM00-0AA0,Sin No.de Serie,2002-01-21,83,E704153,,2024-04-29,P,E,ET,E006149,,0.0,,,SNAF,,,HERRER,1500.0,,
CAN DEVELOPMENT BOAR,MICROCHIP,MCP2510,JIT031010053,2002-02-18,,E005253,,2018-05-18,P,E,ET,E005253,,0.0,,,SNAF,,,HERRER,904.0,TARJ,N
CPU SIMATIC S7,SIEMENS,CPU312C,X2UT8067,2009-04-17,,E704168,,2018-05-17,P,E,ET,E006221,,0.0,,,SNAF,,,HERRER,1504.0,,
CPU SIMATIC S7,SIEMENS,CPU312C,X2UT7708,2009-04-17,,E704167,,2020-03-09,P,E,ET,E006222,,0.0,,,SNAF,,,HERRER,1504.0,,
MODULO I/O ANALOGICO,SIEMENS,SM334,WNVS5240,2009-04-17,,E70416G,,2018-05-17,P,E,ET,E006223,,0.0,,,SNAF,,,HERRER,1506.0,,
MODULO I/O ANALOGICO,SIEMENS,SM334,X1UM0296,2009-04-17,,E70416C,,2018-05-17,P,E,ET,E006224,,0.0,,,SNAF,,,HERRER,1506.0,,
MODULO I/O ANALOGICO,SIEMENS,SM334,X1UM0300,2009-04-17,,E70416D,,2018-05-17,P,E,ET,E006225,,0.0,,,SNAF,,,HERRER,1505.0,,
MODULO I/O ANALOGICO,SIEMENS,SM334,WNVS5196,2009-04-17,,E70416E,,2018-05-17,P,E,ET,E006226,,0.0,,,SNAF,,,HERRER,1505.0,,
SIMATIC CONECTOR,SIEMENS,1AM00-0AA0,Sin No.de Serie,2009-04-17,,E704155,,2019-05-03,P,E,ET,E006228,,0.0,,,SNAF,,,HERRER,1501.0,,
SIMATIC CONECTOR,SIEMENS,1AM00-0AA0,Sin No.de Serie,2009-04-17,,E704156,,2019-04-22,P,E,ET,E006229,,0.0,,,SNAF,,,HERRER,1501.0,,
CONECTOR I/O ANALOG,SIEMENS,1AJ00-0AA0,Sin No.de Serie,2009-04-17,,E70415E,,2019-03-20,P,E,ET,E006231,,0.0,,,SNAF,,,HERRER,1500.0,,
CONECTOR I/0 ANALOG,SIEMENS,1AJ00-0AA0,Sin No.de Serie,2009-04-17,,E70415C,,2018-05-17,P,E,ET,E006230,,0.0,,,SNAF,,,HERRER,1500.0,,
CONECTOR I/O ANALOG,SIEMENS,1AJ00-0AA0,Sin No.de Serie,2009-04-17,,E70415I,,2018-05-17,P,E,ET,E006233,,0.0,,,SNAF,,,HERRER,1500.0,,
CONECTOR I/O ANALOG,SIEMENS,1AJ00-0AA0,Sin No.de Serie,2009-04-17,,E70415F,,2020-03-06,P,E,ET,E006232,,0.0,,,SNAF,,,HERRER,1500.0,,
SIMATIC MMC 64KB,SIEMENS,MMC64KB,Sin No.de Serie,2009-04-17,,E70415R,OK,2019-03-26,P,E,ET,E00614F,,0.0,,,SNAF,INV,,HERRER,1459.0,,
SIMATIC MMC 64KB,SIEMENS,MMC64KB,Sin No.de Serie,2009-04-17,,E70415S,OK,2019-04-29,P,E,ET,E00614G,,0.0,,,SNAF,INV,,HERRER,1459.0,,
DIGILENT SPARTAN 3,DIGILENT,SPARTAN 3,D177774,2009-04-17,,E0051C2,,2019-12-09,P,INV,ET,E0051C2,,0.0,,,SNAF,INV,,HERRER,907.0,TARJ,N
DIGILENT SPARTAN 3,DIGILENT,SPARTAN 3,D177775,2009-04-17,,E904548,OK,2018-05-18,P,INV,ET,E0051C3,,0.0,,,SNAF,INV,,HERRER,908.0,,
DIGILENT SPARTAN 3,DIGILENT,SPARTAN 3,D177790,2009-04-17,,E904641,,2018-05-18,P,E,ET,E0051D3,,0.0,,,SNAF,INV,,HERRER,909.0,,
DIGILENT SPARTAN 3,DIGILENT,SPARTAN 3,D177792,2009-04-17,,E904643,,2018-05-18,P,INV,ET,E0051E1,,0.0,,,SNAF,INV,,HERRER,1027.0,,
DIGILENT SPARTAN 3,DIGILENT,SPARTAN 3,D177793,2009-04-17,,E904644,,2018-05-18,P,INV,ET,E0051E2,,0.0,,,SNAF,INV,,HERRER,909.0,,
MODULO I/O ANALOGICO,SIEMENS,SM334,WNVS5197,2009-04-17,,E70416F,,2020-09-14,P,E,ET,E006227,,0.0,,,SNAF,,,HERRER,1505.0,,
CONECTOR I/O ANALOG,SIEMENS,1AJ00-0AA0,Sin No.de Serie,2009-04-17,,E70415J,,2018-05-17,P,E,ET,E006234,,0.0,,,SNAF,,,HERRER,1500.0,,
MPLAB ICD3,MICROCHIP,DV164935,JIT092497711,2009-09-07,,E7D1233,,2018-05-17,P,E,ET,EICD307,EICD305,0.0,,,SNAF,,,HERRER,1115.0,,
MPLAB ICD3,MICROCHIP,DV164035,JIT092497973,2009-09-07,83,E7D1231,,2024-02-29,P,E,ET,EICD305,EICD308,0.0,,,SNAF,,,HERRER,1221.0,,
MPLAB ICD3,MICROCHIPS,DV164035,JIT092497710,2009-09-07,83,EIC1252,,2024-01-18,P,E,ET,E7D1232,EICD310,0.0,,,SNAF,,,HERRER,1115.0,,
DIGILENT SPARTAN 3,DIGILENT,SPARTAN 3,D004837,2009-10-07,,E904542,OK,2018-05-18,P,INV,ET,E0051E3,,0.0,,,SNAF,INV,,HERRER,909.0,,
DIGILENT SPARTAN 3,DIGILENT,SPARTAN 3,D004863,2009-10-07,,E904541,OK,2018-05-18,P,INV,ET,E0051E4,,0.0,,,SNAF,INV,,HERRER,908.0,,
DSPICDEM 28 DEMOBOAR,MICROCHIP,DM300017,BUR053630045,2009-10-07,,E7D2231,OK,2018-05-17,P,INV,ET,E005371,,0.0,,,SNAF,INV,,HERRER,1303.0,,
DSPICDEM 28 DEMOBOAR,MICROCHIP,DM300017,BUR053630046,2009-10-07,,E7D2232,OK,2018-05-17,P,INV,ET,E005372,,0.0,,,SNAF,INV,,HERRER,1303.0,,
DSPICDEM 28 DEMOBOAR,MICROCHIP,DM300017,BUR053870020,2009-10-07,,E7D2233,OK,2018-05-17,P,INV,ET,E005373,,0.0,,,SNAF,INV,,HERRER,1303.0,,
DSPICDEM 28 DEMOBOAR,MICROCHIP,DM300017,BUR055140035,2009-10-07,,E7D2234,OK,2018-05-17,P,INV,ET,E005374,,0.0,,,SNAF,INV,,HERRER,1303.0,,
DSPICDEM 28 DEMOBOAR,MICROCHIP,DM300017,BUR055140077,2009-10-07,,E7D2235,OK,2018-05-17,P,INV,ET,E005375,,0.0,,,SNAF,INV,,HERRER,1303.0,,
DSPICDEM 2 DEMOBOARD,MICROCHIP,DM300018,BUR080490006,2009-10-07,,E7D2236,OK,2018-05-17,P,INV,ET,E005377,,0.0,,,SNAF,INV,,HERRER,1304.0,,
DSPICDEM 2 DEMOBOARD,MICROCHIP,DM300018,BUR080490009,1909-10-07,,E7D2237,OK,2018-05-17,P,INV,ET,E005378,,0.0,,,SNAF,INV,,HERRER,1303.0,,
FUENTE DE PODER,LEADER,LPS-152,1070303,2009-12-09,,E901282,OK,2018-05-18,P,E,ET,EMFUE25,,0.0,,,16036,,,HERRER,1036.0,,
OSCILOSCOPIO 60 MHZ,TEKTRONIX,TDS2002B,C059321,2009-12-09,,E111O01,,2019-03-11,P,E,ET,ESMOS01,,0.0,,CN113,AF/005000,,,HERRER,819.0,OSC,S
OSCILOSCOPIO 60 MHZ,TEKTRONIX,TDS2002B,C100325,2009-12-09,,E111O02,,2019-03-11,P,E,ET,ESMOS02,,0.0,,CN113,AF/004997,,,HERRER,820.0,OSC,S
OSCILOSCOPIO 60 MHZ,TEKTRONIX,TDS2002B,C100327,2009-12-09,,E111O03,,2019-03-11,P,E,ET,ESMOS03,,0.0,,CN113,AF/004461,,,HERRER,821.0,OSC,S
OSCILOSCOPIO 60 MHZ,TEKTRONIX,TDS2002B,C059372,2009-12-09,,E111O04,,2018-05-15,P,E,ET,ESMOS04,,0.0,,CN113,AF/004996,,,HERRER,821.0,OSC,S
OSCILOSCOPIO 60 MHZ,TEKTRONIX,TDS2002B,C059373,2009-12-09,,E111O05,,2018-05-15,P,E,ET,ESMOS05,,0.0,,CN113,AF/004998,,,HERRER,821.0,OSC,S
OSCILOSCOPIO 60 MHZ,TEKTRONIX,TDS2002B,C059375,2009-12-09,,E111O06,,2018-05-15,P,E,ET,ESMOS06,,0.0,,CN113,AF/004994,,,HERRER,822.0,OSC,S
OSCILOSCOPIO 60 MHZ,TEKTRONIX,TDS2002B,C059386,2009-12-09,,E111O07,,2018-05-15,P,E,ET,ESMOS07,,0.0,,CN113,AF/004995,,,HERRER,822.0,OSC,S
OSCILOSCOPIO 60 MHZ,TEKTRONIX,TDS2002B,C059390,2009-12-09,,E111O08,,2020-12-07,P,E,ET,ESMOS08,,0.0,,CN113,AF/004993,,,HERRER,823.0,OSC,S
OSCILOSCOPIO 60 MHZ,TEKTRONIX,TDS2002B,C059399,2009-12-09,,E111O09,,2020-09-04,P,E,ET,ESMOS09,,0.0,,CN113,AF/004999,,,HERRER,823.0,OSC,S
OSCILOSCOPIO 60 MHZ,TEKTRONIX,TDS2002B,C059401,2009-12-09,,E112O10,OK,2018-05-15,P,INV,ET,E002461,,0.0,,,AF/005001,,,HERRER,823.0,OSC,S
GENERADOR DE FUNCION,BK PRECISION,4011A,111057405114345,2009-12-09,,E707332,OK,2018-05-17,P,E,ET,E702371,,0.0,,LA216,AF/004982,,,HERRER,1151.0,,
GENERADOR DE FUNCION,BK PRECISION,4011A,111057405114346,2009-12-09,,E707333,,2018-05-17,P,E,ET,E702372,,0.0,,LA216,AF/004979,,,HERRER,1151.0,,
GENERADOR DE FUNCION,BK PRECISION,4011A,111057405114347,2009-12-09,,EL117G1,,2018-05-16,P,E,ET,ESMGE03,,0.0,,LA216,AF/004983,,,HERRER,1256.0,,
GENERADOR DE FUNCION,BK PRECISION,4011A,111057405114348,2009-12-09,,EL117G2,,2018-05-16,P,E,ET,ESMGE04,,0.0,,LA216,AF/004978,,,HERRER,1249.0,,
GENERADOR DE FUNCION,BK PRECISION,4011A,111057405114363,2009-12-09,,EL117G3,,2018-05-16,P,E,ET,ESMGE05,,0.0,,LA216,AF/004980,,,HERRER,1246.0,,
GENERADOR DE FUNCION,BK PRECISION,4011A,111057405114369,2009-12-09,,EL117G4,,2018-05-16,P,E,ET,ESMGE06,,0.0,,LA216,AF/004976,,,HERRER,1256.0,,
GENERADOR DE FUNCION,BK PRECISION,4011A,111057405114370,2009-12-09,,EL117G5,,2018-05-16,P,E,ET,ESMGE07,,0.0,,LA216,AF/004977,,,HERRER,1259.0,,
GENERADOR DE FUNCION,BK PRECISION,4011A,111057405114371,2009-12-09,,E707341,,2018-05-17,P,E,ET,E901333,,0.0,,LA216,AF/004975,,,HERRER,1209.0,,
GENERADOR DE FUNCION,BK PRECISION,4011A,111057405114372,2009-12-09,,EL117G6,,2018-05-16,P,E,ET,ESMGE09,,0.0,,LA216,AF/004981,,,HERRER,1248.0,,
GENERADOR DE FUNCION,BK PRECISION,4011A,111057405114378,2009-12-09,,E707342,,2018-05-17,P,E,ET,E702374,,0.0,,,SNAF,,,HERRER,1208.0,,
OSCILOSCOPIO 100MHZ,TEKTRONIX,TDS1012B,C057341,2010-01-05,,E113O05,,2018-05-15,P,INV,ET,E002451,,0.0,,,07/00950,INV,,HERRER,930.0,OSC,S
TEKPROBE POWER SUPPL,TEKTRONIX,1103,B040385,2010-01-07,,E7A6381,OK,2018-05-18,P,INV,ET,E0A3131,,0.0,,,SNAF,INV,,HERRER,923.0,,
ELIMINADOR 12V I.T.E,TEKTRONIX,PW152KA120,S/N,2010-01-07,000206,E7B6381,,2018-05-18,P,E,ET,E0B3131,,0.0,,,SNAF,INV,,HERRER,924.0,,
100MHZ H.VOLT.D.PROB,TEKTRONIX,P5205,B023646,2010-01-07,000206,E7C6381,,2018-05-18,P,E,ET,E0C3131,,0.0,,,SNAF,INV,,HERRER,923.0,,
AMP.ACDC CURRENT PRO,TEKTRONIX,TCPA300,B021387,2010-01-07,,E7A6382,,2018-05-18,P,E,ET,E0A3132,,0.0,,,07/00947,INV,,HERRER,930.0,,
INTERFACE CABLE,TEKTRONIX,012160500,S/N,2010-01-07,,E7C6382,OK,2018-05-18,P,E,ET,E0C3132,,0.0,,,SNAF,INV,,HERRER,930.0,,
FUNCTION GENERATOR,LAB-VOLT,EMS9033-00,CQ,1992-11-16,,EGP1113,OK,2018-05-15,P,INV,ET,E001153,,0.0,790236,,SNAF,INV,,HERRER,1519.0,,
TARJETA ADQ USB,NATIONAL INSTRU,USB-6008,11ABE30,2010-06-02,83,E7B2116,OK,2024-02-12,P,INV,ET,E00529D,,0.0,,,SNAF,INV,E7B2116,HERRER,1044.0,,
ELIMINADOR 9 VCD,HITRON,HES10-0900,1968,2010-06-04,,EEL1249,,2019-10-14,P,E,ET,EELIM09,,0.0,,,SNAF,,,HERRER,1110.0,,
I2C/SPI INTERFACE,NATIONAL INSTRU,USB-8451,E445AC,2010-08-06,,E7C2111,OK,2018-05-16,P,INV,ET,E005284,,0.0,,,SNAF,INV,,HERRER,1033.0,,
PARALLEL CABLE IV,XILINX,DLC7,JG-036069,2010-08-09,,E701487,OK,2018-05-17,P,INV,ET,E005272,,0.0,,,SNAF,INV,,HERRER,818.0,,N
PARALLEL CABLE IV,XILINX,DLC7,JG-036359,2010-08-09,,E701488,OK,2018-05-17,P,INV,ET,E005273,,0.0,,,SNAF,INV,,HERRER,818.0,,N
EV2300 MODULO EVALUA,TEXAS INSTRUMEN,HPA002,S/N,2010-08-09,,E701489,OK,2018-05-17,P,INV,ET,E005274,,0.0,,,SNAF,INV,,HERRER,819.0,,N
EV2300 MODULO EVALUA,TEXAS INSTRUMEN,HPA002,S/N,2010-08-09,,E70148A,OK,2018-05-17,P,INV,ET,E005275,,0.0,,,SNAF,INV,,HERRER,819.0,,N
TARJ.DESARROLLO,ARDUINO,DUEMILANOV,CB8405,2010-08-10,83,E7C2121,OK,2024-03-11,P,INV,ET,E005341,,0.0,,,SNAF,,,HERRER,750.0,,
TARJ.DESARROLLO,ARDUINO,DUEMILANOV,CB8413,2010-08-10,,E7C2122,OK,2018-05-17,P,INV,ET,E005342,,0.0,,,SNAF,INV,,HERRER,745.0,,
TARJ.DESARROLLO,ARDUINO,DUEMILANOV,CB8454,2010-08-10,,E7C2123,OK,2018-05-17,P,INV,ET,E005345,,0.0,,,SNAF,INV,,HERRER,744.0,,
TARJ.DESARROLLO,ARDUINO,DUEMILANOV,CB8456,2010-08-10,,E7C2124,OK,2018-05-17,P,INV,ET,E005346,,0.0,,,SNAF,INV,,HERRER,750.0,,
TARJ.DESARROLLO,ARDUINO,DUEMILANOV,CB8460,2010-08-10,,E7C2127,OK,2023-03-03,P,INV,ET,E005347,,0.0,,,SNAF,INV,,HERRER,750.0,,
TARJ.DESARROLLO,ARDUINO,DUEMILANOV,CB8477,2010-08-10,,E7C2125,OK,2018-07-04,P,INV,ET,E005349,,0.0,,,NAF,INV,E7C2125,HERRER,1036.0,,
TARJ.DESARROLLO,ARDUINO,DUEMILANOV,CB8478,2010-08-10,,E7C2126,OK,2023-03-10,P,INV,ET,E00534A,,0.0,,,SNAF,INV,,HERRER,747.0,,
CPU SIMATIC S7,SIEMENS,CPU312C,B3W06345,2011-10-27,,E704162,,2019-04-22,P,E,ET,E006235,,0.0,,,SNAF,,,HERRER,1503.0,,
S7 PC ADAPTER USB,SIEMENS,S7 USB,B9542750,2011-10-27,,E90352G,,2018-05-18,P,E,ET,E006236,,0.0,,,SNAF,,,HERRER,953.0,,
